,id,alg
97,1806.02326,"[h]
\caption{Soft regression algorithm}\label{algo1}
\begin{algorithmic}
   \STATE {\bfseries Input:} terms $t_{1:m}$
    \STATE {\bfseries Output:} parameters $\hat{\vec{w}}_{1:m}$ and a matrix $\hat{Y}$
   \STATE Initialize $c_{1:m} \gets (1,\ldots, 1) $, $\lambda \gets \frac{\sqrt{8\mu} N \Mgood \Ss}{r}$
   \REPEAT
   \STATE Let $\hat{\vec{w}}_{1:m}, \hat{Y}$ be the solution to SDP:
   \begin{equation}\label{SDP}
       \begin{aligned}
        & \underset{\vec{w}_1,\ldots,\vec{w}_m,Y}{\text{minimize}}
        & & \sum_{i=1}^{m} c_i |t_i| f_i (\vec{w}_i) + \lambda \tr(Y)\\
        & \text{subject to}
        & & \vec{w}_i {\vec{w}_i}^{\top} \preceq Y \ \mathrm{for} \ \mathrm{all} \ i=1,\ldots,m.  
        \end{aligned}
   \end{equation}
   \IF{ $\tr(\hat{Y}) > \frac{6r^2}{\mu}$ }
        \STATE $ c \gets \text{UpdateWeights} (c,\hat{\vec{w}}_{1:m}, \hat{Y})$
  \ENDIF
  \UNTIL $\tr(\hat{Y}) \leq \frac{6r^2}{\mu}$
  \STATE {\bfseries Return} $\hat{\vec{w}}_{1:m}, \hat{Y}$
\end{algorithmic}
"
98,1806.02326,"
\caption{Algorithm for updating outlier weights}\label{UpdateWeights}
\begin{algorithmic}
   \STATE {\bfseries Input:} $c, \hat{\vec{w}}_{1:m}, \hat{Y} $.
    \STATE {\bfseries Output:} $c'$.
    \FOR{$i=1$ {\bfseries to} $m$}
    \STATE Let $\tilde{\vec{w}}_i$ be the solution to
    \begin{equation}
    \begin{aligned}
    & \underset{\tilde{\vec{w}}_i,a_{i1},\ldots,a_{im}}{\text{minimize}}
    & & f_i(\tilde{\vec{w}}_i)\\
    & \text{subject to}
    & & \tilde{\vec{w}}_i = \sum_{j=1}^{m} a_{ij} \hat{\vec{w}}_j,\quad   \sum_{j=1}^{m} a_{ij} = 1 \\
    & & &   0 \leq  a_{ij} \leq \frac{2}{\mu N}|t_j|, \quad \forall j   
    \end{aligned}
    \end{equation}
    $z_i \gets f_i(\tilde{\vec{w}}_i) - f_i(\hat{\vec{w}}_i)$
    \ENDFOR
    \STATE $ z_{max} \gets max\{\ z_i\ \big|\ c_i \neq 0\}  $
    \STATE $c'_i \gets c_i . \frac{z_{max} - z_i}{z_{max}}$ for $i = 1,\ldots ,n$
    \STATE {\bfseries Return}   $c'$
\end{algorithmic}
"
99,1806.02326,"
\caption{Padded Decomposition}\label{algo_padded}
\begin{algorithmic}
   \STATE {\bfseries Input:} $\hat{\vec{w}}_{1:m}, \rho, \tau$.
    \STATE {\bfseries Output:} Partition $\mathcal{P} = \{T\}$.
    \STATE Initialize: let $\mathcal{P} = \emptyset$, $\mathcal{W} = \hat{\vec{w}}_{1:m}$. Sample $k \sim $ Uniform$(2,\rho)$.
    \WHILE{$\mathcal{W} \neq \emptyset$}
        \STATE Sample $i \sim $ Uniform$(1,m)$.
        \STATE Let $T \gets$ Ball$(\Wh_i, k\tau) \cap \mathcal{W}$.
        \STATE Update:  $\mathcal{P} = \mathcal{P} \cup \{T\}$. $\mathcal{W} \gets \mathcal{W} \backslash T$.
    \ENDWHILE
    \STATE {\bfseries Return:} partition $\mathcal{P}$.
\end{algorithmic}
"
100,1806.02326,"[h]
\caption{List-regression algorithm}\label{algo4}
\begin{algorithmic}
   \STATE {\bfseries Input:} $m$ terms, target radius $r_{final}$.
    \STATE {\bfseries Output:} candidate solutions $\{ \vec{u}_1,...,\vec{u}_s \}$ and $\hat{\vec{w}}_{1:m}$.
    \STATE Initialize $r^{(1)} \gets r$, \\
    $\hat{\vec{w}}^{(1)}_{1:m} \gets $ Algorithm \ref{algo1} with origin $0$ and radius $r$ (all $i=1,\ldots,m$ are ``assigned'' an output).
\FOR{$\ell = 1,2,\ldots$}
    \STATE    $\Ww \gets \{ \hat{\vec{w}}^{(\ell)}_{i} |  \ \hat{\vec{w}}^{(\ell)}_{i}  \text{is assigned} \} $
    \IF{$r^{(\ell)} < \frac{1}{2}r_{final}$}
        \STATE Greedily find a maximal set of points $\vec{u}_1,...,\vec{u}_s$  s.t. \\
            \hspace*{0.5cm}{I}: $|B(\vec{u}_{j};2r_{\text{final}}) \cap \Ww | \geq (1 - \varepsilon)\mu N, \quad \forall j. $\\ 
            \hspace*{0.5cm}{II}: $\| \vec{u}_j - \vec{u}_{j'} \|_2 > 4r_{\text{final}}, \quad \forall j \neq j'$.
       \STATE {\bfseries Return} $\mathcal{U} = \{ \vec{u}_1,...,\vec{u}_s \}, \hat{\vec{w}}_{1:m}^{(\ell)}$.
   \ENDIF
   \FOR{$h=1$ {\bfseries to} $112\log(\frac{\ell(\ell+1)}{\delta})$}
   \STATE $\bar{\vec{w}}_{1:m}(h) \gets$ \text{unassigned} \\
    Let $\mathcal{P}_h$ be a $(\rho , 2r^{(\ell)}, \frac{7}{8})$-padded decomposition of $\Ww$ with 
    $\rho = \mathcal{O} (r^{(\ell)} log (\frac{2}{\mu}))$.
        \FOR{$T \in \mathcal{P}_h$}
            \STATE      Let $B(u,\rho) $ be a ball containing $T$. Run Algorithm \ref{algo1} on $\Hh \cap B(u,\rho) $, with radius $r = \rho$ and origin shifted to $u$.
    \STATE  for each $\Wh_i \in T$ assign $\bar{\vec{w}}_i(h)$ as the outputs of Algorithm \ref{algo1}.
    \ENDFOR
   \ENDFOR
    \FOR{$i=1$ {\bfseries to} $m$}
   \STATE Find a  $h_0$ such that $ \| \bar{\vec{w}}_i(h_0) - \bar{\vec{w}}_i(h)\|_2 \leq \frac{1}{3} r^{(\ell)} $ for at least $ \frac{1}{2} \text{\ of the \ } h\text{'s}$.
\STATE   $\hat{\vec{w}}_i^{(\ell+1)} \gets \bar{\vec{w}}_i (h_0)$ (or ``unassigned'' if no such $h_0$ exists)
   \ENDFOR
   \STATE $ r^{(\ell+1)} \gets \frac{1}{2} r^{(\ell)}$ 
\ENDFOR
\end{algorithmic}
"
101,1806.02326,"[htb]
        \caption{Partial Greedy Algorithm}\label{greedy-alg}
        \textbf{Input:} finite set $\mathcal{T}=\{T_1,...,T_m\}$, costs 
$\{\omega_1,...,\omega_m\}, \mu,\gamma \in (0,1]$ \\
        \textbf{Output:} Condition $\hat{\vec{c}}$
        \begin{algorithmic}[1]
        \STATE Initialize $\hat{\vec{c}} = \emptyset$\\
        \WHILE{$(1-(2/3)\gamma)\mu N >  \left|\bigcup_{T_j\in \hat{\vec{c}}}T_j\right|$}
        \STATE Choose the first $T_j\in\mathcal{T}\setminus\hat{\vec{c}}$ covering at least $\frac{\mu\gamma}{3\Mgood}N$ additional examples, that minimizes $\omega_j/|T_j|$, for $T_j \in \mathcal{T}\setminus\hat{\vec{c}}$.\\ %In case of a tie, take the smallest such $i$.
        \STATE Add $T_j$ to $\hat{\vec{c}}$, set each other $T_{j'}=T_{j'}\setminus T_j$
        \ENDWHILE
        \STATE Return $\hat{\vec{c}}$
        \end{algorithmic}
        \label{alg:Insert}
"
102,1806.02315,"[H] 
  \caption{MNF-DQN}
    \label{alg:mnf}  
  \begin{algorithmic}[1]
  \State \textbf{Input:} $m$ mini-batch size; $D$ empty replay buffer; $K$ update frequency, $U$ target update
  frequency
  \For{episode $e \in {1,  ..., M}$}  
     \State Set $s \leftarrow s_0$ 
     \State Sample noise variables $\epsilon_w$ and $\epsilon_z$ from standard normal distribution.
    %  \State Set network weights and auxiliary variable $w, z_K = h(\epsilon_w,\epsilon_z, \phi, \theta)$
     \For{$t \in {1, \dots}$}
        \State Select an action $a_t \leftarrow \arg \max_{a\in A} Q(s, a, \epsilon_z, \epsilon_w; \phi, \theta)$
        \State Observe next state $s_{t+1}$ and reward ${r_t}$ after taking action $a_t$
        \State Store transition $(s_t, a_t, r_t, s_{t+1})$ in the replay buffer $D$
        \If{$t \mod K == 0$}
            \State Sample a mini-batch of $m$ transitions $((s_j, a_j, r_j, s_{j}') \sim D)^m_{j=1}$
            \For{$j=1, \ldots, m$}
                \If{ $s_j'$ is terminal state}
                    $y_j = r_j$ 
                \Else
                    \State $y_j = r_j + \gamma Q(s, a, 0, 0; \phi^{-}, \theta^{-})$
                \EndIf
            \EndFor 
            \State Re-sample noise variables $\epsilon_w$ and $\epsilon_z$ and perform gradient step with respect to $(\phi, \theta)$:
            \State $\frac{1}{m} \sum_{j=1, \ldots m} 
    \left( y_j - Q(s_j, a_j, \epsilon_z, \epsilon_w; \phi, \theta)\right)^2 + \lambda    \textrm{regularization\_cost}(\epsilon_z, \epsilon_w; \phi, \theta)$
    \State Re-sample noise variables $\epsilon_w$ and $\epsilon_z$
    % and set $w, z_K = h(\epsilon_w,\epsilon_z, \phi, \theta)$
        \EndIf
        \If{$t \mod U == 0$}
            \State Set $\theta^{-}, \phi^{-} \leftarrow \theta, \phi$
        \EndIf
        \State Set $s \leftarrow s_{t+1}$
     \EndFor
  \EndFor
  
  \end{algorithmic} 
 
"
103,1806.02315," 
  \caption{MNF-DDPG algorithm}
    \label{alg:mnf-ddpg}  
    \begin{algorithmic}
    \State \textbf{Input:} $m$ mini-batch size; $D$ empty replay buffer; $K$ update frequency, $U$ target update frequency
    \State Initialize critic network $ Q(s, a, \epsilon_z, \epsilon_w ; \phi, \theta)$ and actor $\pi(s;  \psi)$ with weights $ \theta$, $\phi$ and $ \psi$. 
    \State Initialize target critic network $Q(s,a, \epsilon_z, \epsilon_w; \phi^{-1}, \theta^{-})$ and actor $\pi(s; \psi^{-})$ with weights $\theta^{-} \leftarrow \theta, \phi^{-1} \leftarrow \phi,  \psi^{-} \leftarrow \psi$
    \For{episode $e \in {1,  ..., M}$}  
     \State Set $s \leftarrow s_0$ 
     \State Sample noise variables $\epsilon_w$ and $\epsilon_z$ from standard normal distribution.
    %  \State Set network weights and auxiliary variable $w, z_K = h(\epsilon_w,\epsilon_z, \phi, \theta)$
     \For{$t \in {1, \dots}$}
        \State Select an action $a_t \leftarrow \pi(s; \psi)$
        \State Observe next state $s_{t+1}$ and reward ${r_t}$ after taking action $a_t$
        \State Store transition $(s_t, a_t, r_t, s_{t+1})$ in the replay buffer $D$
        \If{$t \mod K == 0$}
            \State Sample a mini-batch of $m$ transitions $((s_j, a_j, r_j, s_{j}') \sim D)^m_{j=1}$
            \For{$j=1, \ldots, m$}
                \If{ $s_j'$ is terminal state}
                    $y_j = r_j$ 
                \Else
                    \State $y_j = r_j + \gamma Q(s, \pi(s; \psi^{-}), 0, 0; \phi^{-1} \theta^{-})$
                \EndIf
            \EndFor 
            % update the critic 
            \State Re-sample noise variables $\epsilon_w$ and $\epsilon_z$ and perform gradient step with respect to $(\phi, \theta)$:
            \State $\frac{1}{m} \sum_{j=1, \ldots m} 
    \left( y_j - Q(s_j, a_j, \epsilon_z, \epsilon_w; \phi, \theta)\right)^2 + \lambda   \textrm{regularization\_cost}(\epsilon_z, \epsilon_w; \phi, \theta)$
    
    
    % update the actor 
    \State Update the actor using sampled policy gradient: $\frac{1}{m} \sum_{j=1, \ldots m} \nabla_{a} Q(s_j, a, \epsilon_z, \epsilon_w; \phi, \theta)|_{a = \pi(s_j; \psi)} \nabla_{\psi} \pi(s_j; \psi)
    $
    
    \State Re-sample noise variables $\epsilon_w$ and $\epsilon_z$
    % and set $w, z_K = h(\epsilon_w,\epsilon_z, \phi, \theta)$
    
        
    
        \EndIf
        \If{$t \mod U == 0$}
            \State Set $\theta^{-} \leftarrow \tau \theta + (1 - \tau) \theta^{-}$
            \State Set $\phi^{-} \leftarrow \tau \phi + (1 - \tau) \phi^{-}$
            \State Set $\psi^{-} \leftarrow \tau \psi + (1 - \tau) \psi^{-}$
        \EndIf
        \State Set $s \leftarrow s_{t+1}$
     \EndFor
  \EndFor
  
  \end{algorithmic} 
 
"
104,1806.02296,"[t]
 \caption{ADMM \cite{Boyd:FTML:11}}
 \begin{algorithmic}[1] \label{alg:ADMM}
 \REQUIRE{$\ell(\cdot;\vec{y}),\rho(\cdot),
           \beta,\lambda,
           \vec{v}_0,\vec{u}_0$,
           and $K$} \label{line:ADMM_init}
 \FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\beta}{2}\norm{\vec{x}-\vec{v}_{k-1}+\vec{u}_{k-1}}^2\}$}\label{line:ADMM_x_update}
 	\STATE{$\vec{v}_k = \arg\min_{\vec{v}}\{\lambda\rho(\vec{v})+\frac{\beta}{2}\norm{\vec{v}-\vec{x}_k-\vec{u}_{k-1}}^2\}$}\label{line:ADMM_v_update}
 	\STATE{$\vec{u}_k = \vec{u}_{k-1}+\vec{x}_k-\vec{v}_k$}\label{line:ADMM_u_update}
 \ENDFOR
 \STATE{Return $\vec{x}_K$}
 \end{algorithmic}
 "
105,1806.02296,"[t]
\caption{RED-ADMM with $I$ Inner Iterations\cite{Romano:JIS:17}}
\begin{algorithmic}[1] \label{alg:RED_ADMM}
\REQUIRE{$\ell(\cdot;\vec{y}),\vec{f}(\cdot),
          \beta,\lambda,
          \vec{v}_0,\vec{u}_0,K$,
          and $I$} \label{line:RED_ADMM_init}
\FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\beta}{2}\norm{\vec{x}-\vec{v}_{k-1}+\vec{u}_{k-1}}^2\}$}\label{line:RED_ADMM_x_update}
 	\STATE{$\vec{z}_0 = \vec{v}_{k-1}$}\label{line:RED_ADMM_z_init}
 	\FOR{$i=1,2,\dots,I$}
 		\STATE{$\vec{z}_i=\frac{\lambda}{\lambda+\beta} \vec{f}(\vec{z}_{i-1})+\frac{\beta}{\lambda+\beta}(\vec{x}_k+\vec{u}_{k-1})$}\label{line:RED_ADMM_z_update}
 	\ENDFOR \label{line:RED_ADMM_z_end}
 	\STATE{$\vec{v}_k = \vec{z}_{I}$}\label{line:RED_ADMM_v_update}
 	\STATE{$\vec{u}_k = \vec{u}_{k-1}+\vec{x}_k-\vec{v}_k$}\label{line:RED_ADMM_u_update}
\ENDFOR
\STATE{Return $\vec{x}_K$}
\end{algorithmic}
"
106,1806.02296,"[t]
\caption{RED-ADMM with $I=1$}
\begin{algorithmic}[1] \label{alg:RED_ADMM_inexact}
\REQUIRE{$\ell(\cdot;\vec{y}),\vec{f}(\cdot),
          \beta,\lambda,
          \vec{v}_0,\vec{u}_0$,
          and $K$} \label{line:ADMM2_init}
\FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\beta}{2}\norm{\vec{x}-\vec{v}_{k-1}+\vec{u}_{k-1}}^2\}$}\label{line:ADMM2_x_update}
 	\STATE{$\vec{v}_k = \frac{\lambda}{\lambda+\beta} \vec{f}(\vec{v}_{k-1})+\frac{\beta}{\lambda+\beta}(\vec{x}_k+\vec{u}_{k-1})$}\label{line:ADMM2_v_update}
 	\STATE{$\vec{u}_k = \vec{u}_{k-1}+\vec{x}_k-\vec{v}_k$}\label{line:ADMM2_u_update}
\ENDFOR
\STATE{Return $\vec{x}_K$}
\end{algorithmic}
"
107,1806.02296,"[t]
 \caption{RED-PG Algorithm}
 \begin{algorithmic}[1] \label{alg:RED_PG}
 \REQUIRE{$\ell(\cdot;\vec{y}),\vec{f}(\cdot),
          \lambda,
          \vec{v}_0, L>0$,
          and $K$} \label{line:PG_init}
 \FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\lambda L}{2}\norm{\vec{x}-\vec{v}_{k-1}}^2\}$} \label{line:PG_x_update}
 	\STATE{$\vec{v}_k = \frac{1}{L}\vec{f}(\vec{x}_k)-\frac{1-L}{L}\vec{x}_{k}$} \label{line:PG_v_update}
 \ENDFOR
 \STATE{Return $\vec{x}_K$}
 \end{algorithmic}
 "
108,1806.02296,"[t]
 \caption{RED-DPG Algorithm}
 \begin{algorithmic}[1] \label{alg:RED_DPG}
 \REQUIRE{$\ell(\cdot;\vec{y}),\vec{f}(\cdot),
          \lambda,
          \vec{v}_0, L_0>0, L_\infty>0$,
          and $K$} \label{line:DPG_init}
 \FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\lambda L_{k-1}}{2}\norm{\vec{x}-\vec{v}_{k-1}}^2\}$}\label{line:DPG_x_update}
        \STATE{$L_k = \big(\frac{1}{L_\infty} + (\frac{1}{L_0}-\frac{1}{L_\infty})\frac{1}{\sqrt{k+1}}\big)^{-1}$}\label{line:DPG_Lk_update}
 	\STATE{$\vec{v}_k = \frac{1}{L_k}\vec{f}(\vec{x}_k)-\frac{1-L_k}{L_k}\vec{x}_{k}$}\label{line:DPG_v_update}
 \ENDFOR
 \STATE{Return $\vec{x}_K$}
 \end{algorithmic}
 "
109,1806.02296,"[t]
 \caption{RED-APG Algorithm}
 \begin{algorithmic}[1] \label{alg:RED_APG}
 \REQUIRE{$\ell(\cdot;\vec{y}),\vec{f}(\cdot),
          \lambda,
          \vec{v}_0, L>0$,
          and $K$} \label{line:APG_init}
 \STATE{$t_0=1$}
 \FOR{$k = 1,2,\dots,K$}
 	\STATE{$\vec{x}_{k}=\arg\min_{\vec{x}}\{\ell(\vec{x};\vec{y})+\frac{\lambda L}{2}\norm{\vec{x}-\vec{v}_{k-1}}^2\}$}\label{line:APG_x_update}
        \STATE{$t_k=\frac{1+\sqrt{1+4t_{k-1}^2}}{2}$}\label{line:APG_t_update}
 	\STATE{$\vec{z}_k = \vec{x}_k + \frac{t_{k-1}-1}{t_k}(\vec{x}_k-\vec{x}_{k-1})$}\label{line:APG_z_update}
 	\STATE{$\vec{v}_k = \frac{1}{L}\vec{f}(\vec{z}_k)-\frac{1-L}{L}\vec{z}_k $}\label{line:APG_v_update}
 \ENDFOR
 \STATE{Return $\vec{x}_K$}
 \end{algorithmic}
 "
110,1711.00673," [h]
\caption{FITBO acquisition function}\label{alg:FITBO}
\begin{algorithmic}[1]
       \STATE {\bfseries Input:} a test input $\mathbf{x}$; noisy observation data 
       \\ $D_n=\{(\mathbf{x}_{i},y_{i}) \vert i=1, \dots, n\}$

	\STATE Sample hyperparameters and $\eta$ from $p(\boldsymbol{\psi} \vert D_n)$: 
	\\ $\boldsymbol{\Psi}= \{\boldsymbol{\theta}^{(j)},\eta^{(j)} \vert j=1, \dots, M\}$ 
	\FOR {j = 1, $\dots, M$}
	\STATE Use $f(\mathbf{x}) =\eta+\sfrac{1}{2}g(\mathbf{x})^2 $ to approximate $p(f \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)})= \mathcal{GP} \big(m_f(\cdot),K_f(\cdot,\cdot)\big ) $
	
%	3.1) compute $D_g=\{(\mathbf{x}_{i},g_{i}) \vert i=1, \dots, n\} $ where $g_{i}=\sqrt {2(y_{i}-\eta^{(j)})}$
%	
%	3.2) compute posterior distribution $ p(g \vert  D_g, \mathbf{x}, \boldsymbol{\theta}^{(j)},\eta^{(j)})$
%	
%	3.3) approximate $p(f \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)})$ using the linearisation technique 
	
	\STATE Compute $p(y \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)}) $
	
	\STATE Compute $ H[p(y \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)})]  $
	
	\ENDFOR	
			
	\STATE Estimate the entropy of the Gaussian mixture : 
	
	$ \text{E}_1(\mathbf{x} \vert D_n) = H \Big[  \frac{1}{M} \sum_j^{M} p(y \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)}) \Big] $
	
	\STATE Compute the entropy expectation: 
	\\ $ \text{E}_2(\mathbf{x} \vert D_n)= \frac{1}{M} \sum_j^{M} H[p(y \vert D_n,\mathbf{x},\boldsymbol{\theta}^{(j)}, \eta^{(j)})]
	= \frac{1}{2M} \sum_j^{M} \log \big[ 2\pi e \big(v_f(\mathbf{x} \vert D_n, \boldsymbol{\theta}^{(j)}, \eta^{(j)})+\sigma_n^2\big) \big] $ 	
	
	\STATE \textbf{return}  $\alpha_n(\mathbf{x} \vert D_n)=\text{E}_1(\mathbf{x} \vert D_n) - \text{E}_2(\mathbf{x} \vert D_n)$
	
\end{algorithmic}
"
111,1711.00673,"[tb]
%   \caption{Bubble Sort}
%   \label{alg:example}
%\begin{algorithmic}
%   \STATE {\bfseries Input:} data $x_i$, size $m$
%   \REPEAT
%   \STATE Initialize $noChange = true$.
%   \FOR{$i=1$ {\bfseries to} $m-1$}
%   \IF{$x_i > x_{i+1}$}
%   \STATE Swap $x_i$ and $x_{i+1}$
%   \STATE $noChange = false$
%   \ENDIF
%   \ENDFOR
%   \UNTIL{$noChange$ is $true$}
%\end{algorithmic}
%"
112,1806.02261,"[h!]
%\floatname{algorithm}{Algoritmo}
	\caption*{\textbf{Stochastic Variance Reduced Gradient (\SVRG) inference for \BOCPD}}
   \label{Algorithm_BOCPDMS}
\begin{algorithmic}
   \State {\bfseries Input at time $0$:} Window \& batch sizes $W$, $B^{\ast}$, $b^{\ast}$; frequency $m$, prior $\*\theta_0$, \#steps  $K$, step size $\eta$
   \State \hspace*{2.4cm}  s.t. $W > B^{\ast} > b^{\ast}$; and $\sim$ denotes sampling without replacement 
  % \STATE {\bfseries Input at time $t$:} next observation $\*y_t$ 
   %\STATE {\bfseries Output at time} $t$: $\widehat{\*y}_{(t+1):(t+h_{\max})}$, $S_t$, $\mathbb{P}(m_t|\*y_{1:t})$
   % \\[5pt]
   \For{ next observation $\*y_t$ at time $t$}   %\vspace*{0.15cm}
   %\STATE{$\mathcal{Y} \leftarrow \*y_{\max(0, t-W):t}$}% \quad \quad //Add new observation and slide window}
   \For{retained run-lengths $r \in R(t)$ }
   %\STATE //STEP 1: Compute a new anchor for the gradient estimates every $\tau_r$ steps
   	\If{$\tau_r = 0$} 
   		\If{$r < W$}
   			\State $\*\theta_r \leftarrow \*\theta^{\ast}_r \leftarrow \text{FullOpt}\left(\text{\ELBO}(\*y_{t-r:t})\right)$; %\quad \quad //\:Compute the new anchor
   			%\State 
            $\tau_r \leftarrow  m$
   			 %\STATE $\*\theta_r \leftarrow \*\theta^{\ast}_r$
   		\ElsIf{ $r \geq W$}
   			\State $\*\theta^{\ast}_r \leftarrow \*\theta_r$;
   			%\State 
            $\tau_r \leftarrow  \text{Geom}\left(B^{\ast}/(B^{\ast}+b^{\ast})\right)$
   		\EndIf 
        \State $B \leftarrow \min(B^{\ast}, r)$
   		\State $g_r^{\text{anchor}}  \leftarrow \frac{1}{B}\sum_{i \in \mathcal{I}} \nabla \text{\ELBO}(\*\theta^{\ast}_r, \*y_{t-i})$, 
   			where $\mathcal{I} \sim \text{Unif}\{0,\dots,\min(r,W)\}$,
   			 $|\mathcal{I}| = B$
   		%\STATE $\tau_r = m \cdot \bm{1}_{r<W} +
   		 %\text{Geom}\left(B/(B+b)\right) \cdot \bm{1}_{r\geq W}$
    \EndIf
    %\STATE //STEP 2: Update step with anchored gradient estimate
    \For{ $j = 1,2,\dots, K$}
    	  		\State $b \leftarrow \min(b^{\ast}, r)$ and $\widetilde{\mathcal{I}} \sim  \text{Unif}\{0,\dots,\min(r,W)\}$ and $|\widetilde{\mathcal{I}}| = b$
    	  		\State $g_r^{\text{old}} \leftarrow  \frac{1}{b}\sum_{i \in \widetilde{\mathcal{I}}} \nabla \text{\ELBO}(\*\theta^{\ast}_r, \*y_{t-i})$, \:
    	  		$g_r^{\text{new}} \leftarrow  \frac{1}{b}\sum_{i \in \widetilde{\mathcal{I}}} \nabla \text{\ELBO}(\*\theta_r, \*y_{t-i})$
    	  		\State $\*\theta_r \leftarrow \*\theta_r + \eta\cdot\left(g_r^{\text{new}} - 
    	  						g_r^{\text{old}} + g_r^{\text{anchor}}\right) $; 
    	  		%\State 
                $\tau_r \leftarrow  \tau_r -1$
    \EndFor
   \EndFor
     %\STATE //STEP 3: Advance run-lengths before next observation comes in
     \State $r \leftarrow r+1$ for all $r \in R(t)$; $R(t) \leftarrow R(t) \cup \{0\}$
   \EndFor
\end{algorithmic}
"
113,1805.05383,"[t!]
%\floatname{algorithm}{Algoritmo}
   \caption*{\textbf{\BOCPD with Model Selection (\BOCPDMS)}}
   \label{Algorithm_BOCPDMS}
\begin{algorithmic}
   \STATE {\bfseries Input at time $0$:} model universe $\mathcal{M}$; hazard $H$; prior $q$
   \STATE {\bfseries Input at time $t$:} next observation $\*y_t$ 
   \STATE {\bfseries Output at time} $t$: $\widehat{\*y}_{(t+1):(t+h_{\max})}$, $S_t$, $p(m_t|\*y_{1:t})$
    \\[5pt]
   \FOR{ next observation $\*y_t$ at time $t$}   \vspace*{0.15cm}
   \STATE{$//$ STEP I:  Compute model-specific quantities} \vspace*{0.05cm}
   	\FOR{ $m \in \mathcal{M}$ }
   		\IF{ $t-1 = \text{lag\_length(m)}$ }
   			\STATE [I.A] Initialize $p(\*y_{1:t}, r_t=0, m_t=m)$ with prior
   		\ELSIF{ $t-1 > \text{lag\_length(m)}$ }
   			\STATE [I.B.1] Update $p(\*y_{1:t}, r_t, m_t=m)$  via \eqref{growth_probability}, \eqref{cp_probability}
   			\STATE [I.B.2] Prune model-specific run-length distribution
   			\STATE [I.B.3] Perform hyperparameter inference via \eqref{gradient_descent_caron}
   		\ENDIF 
   	\ENDFOR \vspace*{0.15cm}
   	%\hrulefill
   	\STATE {$//$ STEP II:  Aggregate over models} \vspace*{0.05cm}
   	\IF{ $t >= \min(\text{lag\_length(m)})$ }
   		\STATE [II.1] Obtain joint distribution over $\mathcal{M}$ via \eqref{evidence}--\eqref{conditional_model_posterior}
   		\STATE [II.2] Compute  	
   			\eqref{posterior_predictive}--\eqref{MAP_estimator}  
   		\STATE [II.3] \textbf{Output:} $\widehat{\*y}_{(t+1):(t+h_{\max})}, S_t, p(m_t|\*y_{1:t})$  
   	\ENDIF 
   \ENDFOR
\end{algorithmic}
"
